date	pct_from_2000	pct_yoy
2000-02	0.0	
2000-04	-0.8574928542262125	
2000-06	1.0208248264597795	
2000-08	1.5516537362188578	
2000-10	1.4699877501020802	
2000-12	1.7558187015108135	
2001-02	3.429971416904861	3.4299714169048645
2001-04	4.287464271131074	5.189456342668852
2001-06	4.491629236423029	3.4357316087308076
2001-08	6.084115965700288	4.463208685162856
2001-10	6.247447937933844	4.708249496981898
2001-12	7.431604736627201	5.577849117174982
2002-02	8.329930583911803	4.73746545598106
2002-04	10.004083299305828	5.481597494126844
2002-06	10.412413229889738	5.6662758890191345
2002-08	10.575745202123318	4.234026173979988
2002-10	12.045732952225388	5.457340507302066
2002-12	11.759902000816652	4.028886354998096
2003-02	12.699060841159653	4.033169996230668
2003-04	16.33319722335646	5.753526354862659
2003-06	15.843201306655772	4.918639053254448
2003-08	15.96570028583095	4.874446085672068
2003-10	15.557370355247038	3.1341107871720286
2003-12	15.679869334422214	3.5074899525027403
2004-02	17.76235198040015	4.492753623188395
2004-04	18.252347897100865	1.6497016497016626
2004-06	20.49816251531238	4.01832922100811
2004-08	20.947325438954667	4.295774647887329
2004-10	21.110657411188246	4.805653710247348
2004-12	21.069824418129844	4.65937169078714
2005-02	22.784810126582272	4.2649098474341285
2005-04	23.601469987750097	4.5234806629834035
2005-06	24.213964883625962	3.083700440528614
2005-08	21.682319314005714	0.6076975016880537
2005-10	26.623111474071052	4.551584625758598
2005-12	28.86892609228257	6.441821247892077
2006-02	26.82727643936301	3.2923179248420364
2006-04	27.19477337688852	2.907168814007277
2006-06	28.664761126990612	3.583168967784367
2006-08	28.583095140873816	5.671140939597308
2006-10	29.073091057574523	1.9348597226701125
2006-12	28.828093099224173	-0.03168567807352307
2007-02	31.20702327480605	3.453316162266584
2007-04	32.444671294405886	4.127447833065823
2007-06	34.95018374846875	4.8851158362424485
2007-08	35.97019191506737	5.744998412194358
2007-10	37.164556962025316	6.268902246124641
2007-12	37.5863617803185	6.79841521394613
2008-02	39.781135157207025	6.534796437263091
2008-04	36.39118007349938	2.9797414577147796
2008-06	34.827276439363004	-0.09107605909958183
2008-08	37.51612903225806	1.1369676657927652
2008-10	37.20947325438955	0.032746281808559985
2008-12	36.86116782360146	-0.5270827335887684
2009-02	39.44222131482238	-0.24246035919187614
2009-04	40.27521437321355	2.847716617468321
2009-06	40.149448754593706	3.9474003004312586
2009-08	39.5961616986525	1.5125736021165403
2009-10	41.17884850959575	2.8929309041562323
2009-12	40.919559003674976	2.9653343198885462
2010-02	47.13311555737035	5.515470257164101
2010-04	42.49938750510412	1.585578137826249
2010-06	41.7635769701919	1.1517192753462746
2010-08	41.60351163740301	1.437969292510921
2010-10	41.4418129848918	0.18626336598726034
2011-06	45.193140057166175	3.032638679617028
2011-08	43.7946100449163	-2.269037462985213
2011-10	48.84932625561453	4.456116522102915
2012-02	51.247447937933835	6.689920761336365
2012-04	51.43323805634953	6.941725035828927
2012-06	52.22539812168232	7.624043349856091
2012-08	54.61331155573704	6.488027943236108
2012-10	55.16129032258065	7.904802741989991
2012-12	52.77705185790118	2.6387258183095064
2013-02	52.63862801143324	0.919803998326163
2013-04	52.33278889342587	0.5940246993474618
2013-06	56.110249081257656	2.552038626609443
2013-08	56.02286647611271	0.9116646595254796
2013-10	56.5100040832993	0.869233400878966
2013-12	55.81175990200082	1.9863637942969525
2014-02	57.262556145365465	3.0293302515703058
2014-06	56.9416088199265	3.025494353500635
2014-10	55.1551653736219	-0.6118007710939177
2014-12	56.709269089424254	0.4399371892174875
2015-02	58.15026541445487	1.0480233137573514
2015-04	57.49816251531238	1.0823333324597728
2015-08	54.518170681910995	-1.7450978355697755
2015-10	55.90363413638219	-0.6613763496812863
2015-12	57.76153532053899	1.6798473583788276
2016-02	60.75051041241323	2.578814480133196
2016-04	59.28501429154757	0.7175131031989856
2016-06	58.298897509187405	0.5084091021044124
2016-08	63.71580236831359	5.952459601231452
2016-10	63.5965700285831	4.934417298747018
2016-12	63.38628011433237	3.565346129755298
2017-02	62.78031849734585	1.2627070854861033
2017-04	62.17884850959574	1.816764892114353
2017-06	61.03960800326664	1.731351599539832
2017-08	60.35034708044098	-2.0556691774330393
2017-10	61.218048182931796	-1.4538946906012318
2017-12	61.9314005716619	-0.8904539240702447
2018-02	62.952225398121676	0.10560668658392558
2018-04	63.36463862801143	0.731162003746455
2018-06	62.841159657002855	1.1187009680871052
2018-08	62.74642711310737	1.4942780457247062
2018-10	63.12372396896693	1.1820486648447703
2018-12	62.98203348305429	0.6488135764177727
2019-02	65.84115965700285	1.7728719272308124
2019-04	65.60106165781953	1.3689762047590648
2019-06	65.99265006124949	1.9353156234484636
2019-08	66.10943242139649	2.066408072941517
2019-10	68.06165781951817	3.0271095646949853
2019-12	68.1290322580645	3.1580160493858145
2020-02	68.71457737852185	1.7326324342291644
2020-04	69.24213964883626	2.198704497764803
2020-06	69.9236423029808	2.3681724704562646
2020-08	70.94079216006534	2.9085402726633625
2020-10	69.48182931808901	0.8450300425430379
2020-12	67.17844017966517	-0.5653943674286177
2021-02	69.15271539403838	0.2596918549210736
2021-04	69.28583095140874	0.025815853346666806
2021-06	68.42180481829317	-0.8838307985476135
2021-08	70.43691302572476	-0.29476822236130795
2021-10	73.6623111474071	2.466625387593635
2021-12	72.17149857084524	2.986664061355082
2022-02	76.88485095957532	4.571097512401767
2022-04	76.11841567986934	4.036123218381937
2022-06	78.26010616578196	5.8414653364528
2022-08	77.43691302572479	4.107091518926698
2022-10	76.56717027358106	1.672705555385745
2022-12	76.17680685994283	2.3263480438659556
2023-02	76.49285422621477	-0.22161125231132672
2023-04	75.82441812984891	-0.16693174809999656
2023-06	74.79787668436096	-1.9422346120455791
2023-08	85.52674561045325	4.559272615138199
2023-10	84.4164965291956	4.445518520488512
2023-12	91.45120457329521	8.669925392333422
2024-02	97.09718252347895	11.674313040943375
2024-04	99.27521437321354	13.337621982656511
2024-06	98.1090240914659	13.336058680620443
2024-08	96.6063699469171	5.971982260567166
2024-10	98.73295222539812	7.763110115225524
2024-12	93.8146182115149	1.234473109473111
2025-02	98.89669252756227	0.913006457547394
2025-04	101.3450387913434	1.0386762973208397
2025-06	102.1494487545937	2.039495515995471
2025-08	103.02694977541856	3.2657028509478048
2025-12	104.03266639444671	2.6667515928801677
2026-02	105.89056757860351	6.230670048793652
2026-04	105.46672111065743	3.3032367203314372
